催一下就发货了，点个赞！,2
用一段时间在来评价哦,2
电池也是不耐用 其他还好,2
一周降价三百，心塞。哈哈,2
刚来的手机，尽然偶尔会卡,2
给老弟买的 用着感觉一般,2
手机降价好快啊，晚点买吧！,2
耗电挺快的，好看是好看,2
比我在官网买的重量轻一些，同款128g的,2
整体还可以就是这价格吧没得说,2
挺好的  就是物流服务不太满意,2
以旧换新买的，服务很一般,2
买来送人的，希望可以吧，比较简约的。,2
买这些东西还是要去实体店买,2
感觉有一点卡机，拍照不错，,2
双十一买的，这会都比那时便宜,2
屏幕非常伤眼睛，其他都挺好,2
手机很漂亮，就信号不咋好,2
刚收到还没用，到时候看吧,2
目前用还好，，，但是电池不耐用,2
还是安卓好用，踩坑自己可以试试,2
价格很优惠，服务也很好，东西不错，哈哈.........,2
包装很简陋，没有惊艳的感觉,2
别的还可以，网络信号巨差,2
充电口旁边有两道划痕,2
品质不错，降价后值得拥有,2
刚入手，京东就开始有活动了，真tn气人,2
用了一段时间手机经常卡，,2
包装没那么好太捡漏了其他还行吧,2
还没用，等用了再来告知,2
没钱买的最普通一版，谁知道收到了只能看着它没电,2
因为疫情原因，刚拿到还没使用,2
质量好 发货快 拍照效果不错,2
就那样感觉和苹果11没区别没有什么更好的体验感,2
刚用就觉得手机发烫正常吗?,2
商品很好正品原装，就是没有送钢化膜等配件,2
出个问题挺麻烦，好在最后也解决了,2
还行吧 但感觉这款手机有点轻,2
感觉用得还可以，就是续航不给力,2
刚收到货，外观看着还不错，等使用后再追评，习惯性gei,2
用了2天感觉还可以，就是发烫厉害,2
手机收到、还在试用中,2
还行 就是充电很容易热,2
还可以吧，用段时间再评论,2
外观可以不过手机非常容易发热,2
孤儿啊，双十二买，20天便宜了200,2
双十一第一批买的，比11月11号当天的贵,2
目前还可以，不知道用多久,2
还可以，暂时没有翻车,2
开盖惊喜，中***就好了,2
玩游戏掉帧服了，拍照可以手感不错,2
盒子有一点磕碰其他还行,2
还行吧 感觉和13没有很大区别,2
还行吧，老婆非要买这个??,2
都说好  除了拍照就其他还行吧,2
这个手机打个视频能把手烫起泡,2
还好吧，价格是珍贵呢，就算还好了基本一半吧,2
缝是真的大啊，塞Ａ4纸不过分,2
快递非常给力，试用中！,2
还行吧，等用一段时间再看看,2
手机还行吧，没送充电头,2
玩一把王者手机就烫手,2
今天第一天使用耗电挺快的，不知道以后咋样,2
摄像头丑爆了！其它也就那样子,2
电池续航不好，但紫色真的很好看,2
机子性能不错感觉还是蛮好用的,2
丐版吗  凑合凑合就行了 要求不能太高,2
还没用，用了再来告知,2
优惠不大，送货很快。希望是正品吧。,2
挺好的，感觉iOS系统给力。,2
其实还可以吧，续航不是很好。一天要充好几次电。,2
手机发烫信号差??电消耗的也挺快,2
没想到年前还降价了，买早了，物流很快，就是感觉反应不快,2
用几个小时手机烫得很。不知道咋回事,2
习惯性好评，但实际性价比很低。,2
有一点小波折，还算解决了，给老公的礼物，用起来还不错。,2
手机除了发烫目前没发现什么问题,2
是不错的.还没买多长时间就降价.,2
百亿补贴的抢不到，价格高的可以买到的，购物体验不好,2
60帧，打个王者荣耀跟ppt一样,2
第一次在京东买这么贵的东西，还好安全下车。比官网便宜点,2
偶有卡顿，软件不完善。外观好看，拍照可以,2
目前用着还行，没发现啥问题，等货等了一个星期,2
一直在京东买东西，这次双十一也不例外，确实信得过,2
好厉害刚好七天后减300，完美避开啦，我真的服,2
摄像头凸出太多了，放桌子上更加不平了,2
一开始电量可以，后来续航能力不行,2
换回华为手机了，用不习惯苹果,2
60hz的手机属实是吊打144hz的安卓千元机了,2
发热，老断网，高速上很坑,2
手机使用还可以，就是觉得背面有划痕，大平台不应该噢,2
电池不是很耐用，耗电特别快，其它的还好吧,2
已经收到啦，很不错，还有赠品，性价比太高啦，爱了爱了,2
家人们建议大家去实体店买。有什么问题方便解决?,2
现在手机是越来越不耐用了，用个几年就得换新的,2
不理解为啥刷抖音老卡住而且没打字还不停的滴滴声,2
电池是真的不耐用,2
手机不错，但是充电器不是快充，要充几小时。,2
手机配送速度挺快的，就是外观手机充电的插口上方有瑕疵,2
没问题  正品   赶活动价买的  还行,2
呃怎么说，看运气吧,2
给对象买的 对象用老是闪屏卡屏 其他没问题,2
买了不到半月就又降价，简直离谱。还好手机是正版的没有踩雷，值得信赖。,2
还不习惯使用，手感不错 信号是真差,2
手机不错，客服服务差，出现问题不能及时解决，还得是京东给解决了,2
我不知道此机是否是正品，外形外观：就这样吧,2
货可以，扣分给物流。,2
你敢相信一个新的手机，用了半个月软件就开始卡顿了吗？,2
我一定是疯了，就因为用了5年华为想换换感觉！犹豫再三买了14、我承认我后悔了！！！,2
下的快充套餐，手机到了是到了，充电插头还没开始发货？,2
手机质量和手感很好，没得说，就是信号不及华为手机,2
当着快递小哥的面拆的 ，检查后发现有2个地方磕碰 唉 大过年的,2
电量耗电超快，没有发票 很轻巧越做越小了,2
耗电挺快的，新手机?，,2
其他特色：说实话14就是13换了身皮继续卖,2
1个月便宜600，心痛啊,2
13和14一点区别都没有，打算买14的人可以考虑一下13，反正我是这么想的。,2
手机是正品货，物流整整走了一个月，刚收到宝贝，非常愤怒，给客服打电话，多次敷衍！一次非常不愉快的京东购物！,2
出现了几次卡顿，电池目前还行，没有什么亮点,2
?是正品，跟商店里买的是一样的，在这网购方便快捷，品质放心，还会光顾！.^?^.,2
购买途径京东自营值得信赖，但是我特意双十一的时候买的，但是刚买没多久期间降价至5099元。看来双十一的确不是什么东西都便宜。,2
电量消耗太快了，比我用了一年的苹果13还要消耗快，,2
充满电才能用五个多小时；我苹果11可以用七个多小时,2
新机肯定是快点，只是续航没感觉很好，充一次用不了多久,2
手机用了刚好一个月，交了600块的智商税,2
虽然手机确实用着挺好，可是两个月价格就低了好几百是不是有点奇怪,2
刚买回来就开始闪退?&zwj;♀??&zwj;♀??&zwj;♀??,2
大概1月11号买的手机，现在还有96的电池，不知道是什么情况,2
蛮流畅的 就是耗电量很快 好苦恼 感觉电池不耐用,2
手机到手还行，就是包装盒子有个洞，然后买的快充套装充电器很久不都送货。,2
感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手,2
千万别买快充套装，也只是一个充电头多加149，单买才129。,2
用了一段时间来评价的，苹果14经常会断网信号时不时会出现问题其它挺好的,2
同平台有抢购预约，预告比到手价便宜3百，时间一到瞬间涨6百，感觉掌握了耍猴技巧，浪费了我的时间。,2
外观漂亮，用起来还可以，看起来不错，用几天在看,2
外观有微瑕疵其他还好，换机鉴定的地方开车得一个多小时,2
还行吧   jius hi续航还差点,2
只能说，和安卓相比，各有各的好。选择适合自己的才重要,2
手机动不动就发烫，用电也快，除了这些，其他的都可以,2
才买的时候好像6128。 第二天就 6098.   然后又过几天6008.  真是66666,2
续航，性能，颜值都没有提升，挤牙膏之作,2
第一次用苹果 整体还可以 出了电池差劲点 其他的还能说过去,2
手机用起来还行，还是vivo好用功能多，道过段时间又得降几百,2
商品质量不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~???,2
***，没全新机么?,2
一般吧，虽然我是第一次用苹果，总体感觉还是安卓好用,2
手机容易发烫 有时还卡核。?&zwj;? 用用才发现的,2
重要事情说三遍:不要相信京东售后，不要相信京东售后，不要相信京东售后。,2
苹果手机的信号真差，续航不错。除此之外，京东的服务还是很好的.,2
手机到了坐等充电器?，这手机份量跟11比较很轻不知道怎事,2
手机有瑕疵，表面有划痕，但是质量还好，手感不错,2
本人从来不用水果机，买来送人的。性能，手感等不做评价,2
比起之前的华为电池不咋耐用，功能的话目前还没用惯,2
用着挺流畅的，不过信号是真的好差，哎，买之前都不知道还有这个问题。,2
手感不错，就是有充电线，没有充电头，这么小气的了,2
价值和价格是成正比的，相比3000+买安卓用三年，6000+买苹果用6年看是没什么变化,2
11.1号买的 距离现在不过才十几天就卡了 息屏息不了那种额呃阿額,2
比11小！跟之前的5S差不多！大号的5S！但是对象很喜欢！,2
拿到之后的手机外包装有破损，手机目前没有什么大毛病，在用着看看吧,2
质量还可以，但是里面备忘录有2021年的，会不会是翻新机,2
待机时间：可以玩一天，，其他特色：下滑页面的小程序快捷方式没有了,2
还没怎么用，用用看看再说吧,2
还好吧，就是容易发烫，拍照挺清晰的，冲着像素买的,2
商品很可以，目前来看是无暇品，但物流真的令人无语。后续再用了试试看,2
耗电很快，用了一个月，疯狂掉漆，我真的会谢,2
一直在京东买东西，发货速度快，快递小哥热情，东西很喜欢，缺点就是竟然不保价双十一，很无语,2
耗电还是一如既往的强。发热挺快的。像素感觉一般。,2
真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物?！就是快遞員讓人很無語！太不負責人！,2
用了一段时间感觉还可以吧！以前都是用安卓的，还不是太习惯。,2
14的面容如果设置备用面容之后其他人有可能直接解锁你的手机，各位慎用。,2
手机可以，还在摸索中，感觉不错。抢购商品不能保价，快递又快到了，懒得退了。嗐！嗐！嗐！又是上当的一天,2
还可以吧   起码是真的 体验一般吧   能凑合用,2
手机各方面都还不错，唯一不好就是用不了多久手机就会发烫,2
十天256g就跌到了5999,2
说实话就只是为了换新的，14提升真的。。,2
包装很好 物流速度很快 体验也不错 就是降价太快了 一个多月又降了几百 其它还不错,2
外观不错，但容易发热看视频什么的也很模糊，给人感觉就还行。,2
手机还可以吧，查了序列号是正品，就是按返回键不咋灵，拍照真滴丑，拿到很黄，其它的还行,2
一周使用感 我觉得耗电真的快 其他也还好 不知道14是不是都耗电快,2
送货速度快，外观漂亮，就是信号不是很好，很多时候付款扫不起,2
跟13基本一模一样，主要是很不满意这个续电，感觉很快电就用完了,2
手机目前用起来还好，就是掉电比较快，不知道是不是新系统的问题。一分钱一分货。希望还好用。,2
第一回用京东，京东快递这个速度我爱了爱了！，手机没有什么瑕疵！，符合这个价钱的使用感受吧，其他感觉**，没有亮点。,2
续航能力：一般 灵敏程度：还可以 其他特色：还行 产品质量：一般。,2
此手机壳肯定是蓝思做的，重要尺寸，按键，非紧配外关有三伤..,2
还行吧，没有宣传那种意外收获！才买一两天又便宜了一百???,2
手机很好，目前非常满意，这个配送和官方客服我要吐槽，硬是配送了五天，中途还折返了....店家客服还比较负责 去问京东的就是官方话。,2
第一台充电口有瑕疵，就没激活，换货后一个星期第二个就到了，物流没得说很给力，第二台安全下车,2
双十一，很快就收到了，这速度绝绝子，但是机子光测试十几分钟就发热，，，我用一段时间看看再来评价吧。,2
手机很好看，温润如玉，用起来体验很好，但京东这次双十一太让人失望了！临时降价，还以秒杀的理由不让提前买的人价保，真的是意难平！,2
还可以，就是送货特别慢，我朋友的比我晚买都到货了，他的用一段时间了，我才开始发货，也不知道怎么不是按顺序发货的，目前使用没啥问题。,2
电池不耐用，电量掉的比我用了快三年的荣耀还快，充的又慢。,2
不知道该怎么说，就觉得挺可笑的，六千多买个手机没有充电器，呵呵，真好玩,2
打着环保旗号卖个无法充电的手机！一定要记得，买了手机还要单独买充电头！！,2
外观设计挺好，电池老毛病，通讯信号一如既往的不好。五六千买这个性价比非常低。国产手机两千多功能和实用性远超这个手机。,2
手感可以，打游戏发烫，屏幕音效：音效不错，拍照效果：不错,2
外形外观：容易沾指纹，拍照效果：拍照挺好的，待机时间：正常,2
就是数据传输这步操作狠鸡肋，产品还未使用，后面可以追评,2
手机包装有点脏，外形外观：外观没问题，屏幕音效：挺好，拍照效果：还不错,2
①收到货，第一时间拆包装，质量非常好，与卖家描述一致，完全超出我的期望值，包装很仔细、严实，总的来说这次是很满意的一次购物，感谢卖家。,2
其他功能不说，外观手感都很棒 但是！信号网络真的一塌糊涂,2
感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手特别特别棒，货比三家才买的，店主人很好，回答问题很有耐心，也很详细，有需要还会再来的东西质量非常好，与卖家描述的完全一致，非常满意,2
产品设计，手感都很好，不过就是续航和信号较差！宗了两天，还是又买回来华为用！?,2
手机不错，使用起来很快，体验感满意。但是快递盒子的包装，感觉收货前被拆开过一般，比较不爽。,2
目前使用还可以，还没怎么用，就是激活日期在官网查不到，不知道是不是新手机,2
这款手机尺寸特别合适，别的地方也还好，就是苹果手机的发热能不能解决一下。,2
外观漂亮，手感一般，比13没有什么提升，用13的不值得更换。,2
外形外观：还可以，屏幕音效：还好，拍照效果：不错，其他特色：一样,2
用了一段时间，整体的感觉还可以吧，手机耗电太快了，不是一般的快,2
一个新买的苹果，续航还远不如我用了四年的安卓机，就为了拍照需求换的苹果，不然坚决继续用安卓，国产更适合国民的使用习惯,2
目前来说还行吧，前置拍照发黄，续航也还行，不打游戏玩久了也发烫,2
续航挺好，因为是新的。包装很空，没塞点防震的泡沫啥的。其它目前还行。当时疫情配送很慢,2
信号是真的差,2
手感要比11要窄    电量真的下的挺快了   我11电池健康83%都比这个耐用   后悔死了,2
手机质量没毛病，运行很流畅，但是双十一比预售价格便宜，让人很不爽。,2
手感不错，东西是好东西，就是电池不经用啊，满电续航不用的状态下，两天都检查不了,2
开始满电下用一个晚上待机状态下就关机了，重新设置了关了好多后台应用再看一下，待更新,2
大家注意了，有对送货速度有要求的，千万不要买快充套餐，因为快充头要送一天到站点，手机第三天才可能收到。买给自己的还好，送礼物就算了。可以单买头，比套餐便宜二三十，买个品胜的一套，也能当天或第二天到。，手机没问题，挺好的就是比安卓的屏幕小。,2
这价格一直在变，以为捡个便宜，结果用券和不用券区别不大，优惠力度非常假，手机外观还可以，整体一般,2
外形外观：一般般，屏幕音效：还可以，拍照效果：可以，运行速度：可以,2
